Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
HAVE	Eng	O/OTROS	60.11	28.54	-0.8	59.31
NOT	Eng	O/OTROS	48.64	20.26	-0.8	47.84
SEEM	Eng	O/OTROS	44.58	11.39	-0.8	43.78
YOU	Eng	O/OTROS	56.67	25.36	-0.8	55.870000000000005
IN	Eng	O/OTROS	45.41	25.29	-0.8	44.61
A	Eng	O	39.06	38.09	-0.8	38.260000000000005
WHILE	Eng	O/ORG	54.2	21.73	-0.8	53.400000000000006
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
