Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
When	Eng	O	56.49	15.56	-0.8	55.690000000000005
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
cooking	Eng	O	59.48	18.78	-0.8	58.68
and	Eng	O	58.08	26.56	-0.8	57.28
I	Eng	O/OTROS	42.31	11.38	-0.8	41.510000000000005
overhear	Eng	O	46.55	14.93	-0.8	45.75
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
your	Eng	O	56.33	24.2	-0.8	55.53
spanish	Eng	O	39.06	8.16	-0.8	38.260000000000005
work	Eng	O	47.7	2.12	-0.8	46.900000000000006
calls	Eng	O	45.65	25.37	-0.8	44.85
@	Punct	O	N/A	N/A	N/A	N/A
ab03_3	Spn	O	-1.47	0.68	-2.38	-1.6999999999999997
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
