Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
buenas	Spn	O	22.42	54.14	-2.38	51.76
nalgas	Spn	O	20.64	37.42	-1.01	36.410000000000004
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
todos	Spn	O	25.81	56.77	-1.01	55.760000000000005
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
i	Eng	O	42.31	11.38	-2.38	39.93
think	Eng	O	65.69	9.38	-0.8	64.89
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
laughed	Eng	O	39.99	15.85	-0.8	39.190000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
hard	Eng	O	46.48	24.73	-0.8	45.68
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
woke	Eng	O/OTROS	35.22	6.2	-0.8	34.42
someone	Eng	O/OTROS	66.44	26.04	-0.8	65.64
up	Eng	O	37.07	9.61	-0.8	36.27
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
