Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
_lunaar_	Spn	O	-22.27	-22.89	-2.38	-25.27
.	Punct	O	N/A	N/A	N/A	N/A
57	Num	O	N/A	N/A	N/A	N/A
WHY	Eng	O/ORG	41.66	5.84	-2.38	39.279999999999994
ARE	Eng	O/ORG	50.46	30.0	-0.8	49.660000000000004
THEY	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
CALLING	Eng	O/ORG	58.65	29.38	-0.8	57.85
ME	Eng	O/ORG	41.15	43.0	-0.8	40.35
OUT	Eng	O/ORG	48.81	12.75	-0.8	48.010000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
