Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
They	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
stare	Eng	O/ORG	45.53	25.0	-0.8	44.730000000000004
at	Eng	O/ORG	43.35	13.78	-0.8	42.550000000000004
quinceañera	Spn	O	10.89	42.97	-2.38	40.589999999999996
🤦	Punct	O	N/A	N/A	N/A	N/A
🏻	Punct	O	N/A	N/A	N/A	N/A
‍	Punct	O	N/A	N/A	N/A	N/A
♂	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
