Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
bro	Spn	O	22.33	29.28	-2.38	26.900000000000002
someone	Eng	O	66.44	26.04	-2.38	64.06
said	Eng	O/ORG	47.81	17.28	-0.8	47.010000000000005
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
at	Eng	O/ORG	43.35	13.78	-0.8	42.550000000000004
school	Eng	O	54.1	16.16	-0.8	53.300000000000004
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
