Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
monalicious816	Eng	O	4.15	1.7	-0.8	3.3500000000000005
@	Punct	O	N/A	N/A	N/A	N/A
prettyluhlayla8	Eng	O	10.76	-3.06	-0.8	9.959999999999999
this	Eng	O	59.86	22.07	-0.8	59.06
be	Eng	O	42.62	20.92	-0.8	41.82
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
layla	Spn	O	17.43	23.2	-2.38	20.82
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
