Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Yo	Spn	O	24.54	38.85	-2.38	36.47
I	Eng	O/ORG	42.31	11.38	-2.38	39.93
whipped	Eng	O/ORG	45.26	11.85	-0.8	44.46
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
out	Eng	O/ORG	48.81	12.75	-0.8	48.010000000000005
mad	Eng	O/ORG	34.29	25.48	-0.8	33.49
fast	Eng	O/ORG	42.35	15.68	-0.8	41.550000000000004
💀	Punct	O	N/A	N/A	N/A	N/A
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
