Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
oww	Eng	O	10.99	-1.6	-0.8	10.19
✨	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-2.38	39.64
es	Spn	O	21.58	44.75	-1.01	43.74
súper	Spn	O	19.04	31.49	-1.01	30.479999999999997
lindo	Spn	O	26.54	44.65	-1.01	43.64
✨	Punct	O	N/A	N/A	N/A	N/A
me	Spn	O	41.15	43.0	-1.01	41.99
encanta	Spn	O	19.72	55.22	-1.01	54.21
como	Spn	O	21.69	52.03	-1.01	51.02
habla	Spn	O	18.37	49.95	-1.01	48.940000000000005
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
hacen	Spn	O	22.74	49.21	-1.01	48.2
una	Spn	O	21.97	46.98	-1.01	45.97
linda	Spn	O	24.54	41.85	-1.01	40.84
pareja	Spn	O	21.2	46.63	-1.01	45.620000000000005
❤	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
