Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
d	Eng	O	31.16	18.31	-0.8	30.36
be	Eng	O	42.62	20.92	-0.8	41.82
proud	Eng	O	31.78	22.06	-0.8	30.98
of	Eng	O	45.37	12.91	-0.8	44.57
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
Spanish	Eng	O/OTROS	39.06	8.16	-0.8	38.260000000000005
if	Eng	O/OTROS	41.12	4.97	-0.8	40.32
I	Eng	O/OTROS	42.31	11.38	-0.8	41.510000000000005
were	Eng	O/OTROS	57.76	17.06	-0.8	56.96
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
parents	Eng	O	56.12	30.91	-0.8	55.32
.	Punct	O	N/A	N/A	N/A	N/A
Trying	Eng	O/ORG	62.95	14.11	-0.8	62.150000000000006
is	Eng	O	44.66	21.08	-0.8	43.86
harder	Eng	O	49.86	32.73	-0.8	49.06
than	Eng	O	56.77	25.06	-0.8	55.970000000000006
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
may	Eng	O	41.11	24.07	-0.8	40.31
think	Eng	O	65.69	9.38	-0.8	64.89
.	Punct	O	N/A	N/A	N/A	N/A
Nicely	Eng	O/PERS	40.78	13.82	-0.8	39.980000000000004
done	Eng	O	52.42	36.12	-0.8	51.620000000000005
❤	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
❤	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
❤	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
