Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
so	Eng	O	43.57	28.06	-0.8	42.77
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
be	Eng	O	42.62	20.92	-0.8	41.82
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
one	Eng	O	49.51	25.47	-0.8	48.71
who	Eng	O	43.84	15.11	-0.8	43.040000000000006
doesn	Eng	O	51.86	9.83	-0.8	51.06
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
understand	Eng	O/ORG	71.53	17.59	-0.8	70.73
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
wrong	Eng	O	45.82	0.11	-0.8	45.02
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
guantes	Spn	O	24.19	49.67	-2.38	47.29
right	Eng	O	61.96	14.85	-2.38	59.58
?	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
