Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Damn	Eng	O/ORG	24.11	17.66	-0.8	23.31
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
just	Eng	O/ORG	56.89	16.33	-0.8	56.09
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Colorado	Spn	LOCATION/ORG	48.9	55.42	-2.38	53.04
last	Eng	O/ORG	47.62	23.93	-2.38	45.239999999999995
month	Eng	O/ORG	48.02	18.13	-0.8	47.220000000000006
:	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
