Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
am	Eng	O/ORG	30.77	12.36	-0.8	29.97
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
one	Eng	O	49.51	25.47	-0.8	48.71
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
family	Eng	O/OTROS	54.07	30.22	-0.8	53.27
that	Eng	O/OTROS	68.72	14.42	-0.8	67.92
doesn	Eng	O	51.86	9.83	-0.8	51.06
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
.	Punct	O	N/A	N/A	N/A	N/A
everytime	Eng	O	62.87	19.53	-0.8	62.07
I	Eng	O/OTROS	42.31	11.38	-0.8	41.510000000000005
would	Eng	O	61.19	3.84	-0.8	60.39
ask	Eng	O	31.99	6.75	-0.8	31.189999999999998
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
dad	Eng	O	35.2	30.34	-0.8	34.400000000000006
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
sole	Eng	O	38.09	32.46	-0.8	37.290000000000006
speak	Eng	O	38.44	9.07	-0.8	37.64
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
me	Eng	O	41.15	43.0	-0.8	40.35
in	Eng	O	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
SO	Eng	O/ORG	43.57	28.06	-0.8	42.77
THAT	Eng	O/ORG	68.72	14.42	-0.8	67.92
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
CAN	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
LEARN	Eng	O/ORG	42.31	12.41	-0.8	41.510000000000005
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
