Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Hahah	Eng	O/PERS	22.76	10.65	-0.8	21.96
bro	Spn	O	22.33	29.28	-2.38	26.900000000000002
omg	Eng	O	6.52	0.04	-2.38	4.14
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
always	Eng	O	58.03	12.99	-0.8	57.230000000000004
make	Eng	O	50.59	18.5	-0.8	49.790000000000006
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
day	Eng	O	41.73	23.91	-0.8	40.93
thank	Eng	O	53.77	16.35	-0.8	52.970000000000006
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
!	Punct	O	N/A	N/A	N/A	N/A
🥲	Punct	O	N/A	N/A	N/A	N/A
😪	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
