Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
mi	Spn	O	18.08	38.03	-2.38	35.65
vecino	Spn	O	17.93	44.13	-1.01	43.120000000000005
es	Spn	O	21.58	44.75	-1.01	43.74
Dominicano	Spn	O/ORG	26.11	42.95	-1.01	41.940000000000005
pero	Spn	O	24.95	52.4	-1.01	51.39
no	Spn	O	39.04	44.89	-1.01	43.88
sabe	Spn	O	23.99	44.68	-1.01	43.67
español	Spn	O	15.21	43.56	-1.01	42.550000000000004
pero	Spn	O	24.95	52.4	-1.01	51.39
sus	Spn	O	28.54	40.34	-1.01	39.330000000000005
padres	Spn	O	26.56	55.01	-1.01	54.0
si	Spn	O	14.77	35.22	-1.01	34.21
y	Spn	O	21.5	34.41	-1.01	33.4
no	Spn	O	39.04	44.89	-1.01	43.88
le	Spn	O	24.53	39.88	-1.01	38.870000000000005
enseñan	Spn	O	14.52	42.62	-1.01	41.61
😬	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
