Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
understand	Eng	O/ORG	71.53	17.59	-0.8	70.73
English	Eng	O/ORG	35.81	18.35	-0.8	35.010000000000005
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
better	Eng	O/ORG	57.19	23.79	-0.8	56.39
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
can	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
translate	Eng	O/ORG	49.53	38.5	-0.8	48.730000000000004
English	Eng	O/ORG	35.81	18.35	-0.8	35.010000000000005
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
perfect	Eng	O/ORG	46.41	28.55	-0.8	45.61
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
