Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
“	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-2.38	42.51
Se	Spn	O	30.91	42.67	-1.01	41.660000000000004
”	Punct	O	N/A	N/A	N/A	N/A
cual	Spn	O	22.68	40.11	-1.01	39.1
“	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-1.01	43.88
Sabo	Spn	PERSON/OTROS	16.37	33.68	-1.01	32.67
”	Punct	O	N/A	N/A	N/A	N/A
that	Eng	O	68.72	14.42	-2.38	66.34
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
mom	Eng	O/ORG	34.1	16.88	-0.8	33.300000000000004
did	Eng	O/ORG	44.21	19.81	-0.8	43.410000000000004
me	Eng	O/ORG	41.15	43.0	-0.8	40.35
when	Eng	O/ORG	56.49	15.56	-0.8	55.690000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
little	Eng	O/ORG	62.57	24.78	-0.8	61.77
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
