Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
said	Eng	O/ORG	47.81	17.28	-0.8	47.010000000000005
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
better	Eng	O/ORG	57.19	23.79	-0.8	56.39
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
fax	Eng	O	19.24	12.36	-0.8	18.439999999999998
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
