Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
nadie	Spn	O	18.74	46.92	-2.38	44.54
va	Spn	O	12.73	37.22	-1.01	36.21
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
hablar	Spn	O	27.35	54.18	-1.01	53.17
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
hay	Spn	O	24.83	40.41	-1.01	39.4
3	Num	O	N/A	N/A	N/A	N/A
platos	Spn	O	23.73	45.34	-1.01	44.330000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
