Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
had	Eng	O/ORG	48.39	23.13	-0.8	47.59
someone	Eng	O/ORG	66.44	26.04	-0.8	65.64
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
really	Eng	O/ORG	69.21	24.1	-0.8	68.41
mad	Eng	O/ORG	34.29	25.48	-0.8	33.49
at	Eng	O/ORG	43.35	13.78	-0.8	42.550000000000004
me	Eng	O/ORG	41.15	43.0	-0.8	40.35
for	Eng	O/ORG	47.94	28.79	-0.8	47.14
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
speaking	Eng	O/ORG	60.78	9.45	-0.8	59.980000000000004
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
very	Eng	O/ORG	48.4	29.89	-0.8	47.6
well	Eng	O/ORG	57.6	13.82	-0.8	56.800000000000004
.	Punct	O	N/A	N/A	N/A	N/A
Told	Eng	O/PERS	46.04	18.64	-0.8	45.24
me	Eng	O	41.15	43.0	-0.8	40.35
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
should	Eng	O/ORG	60.82	10.2	-0.8	60.02
be	Eng	O/ORG	42.62	20.92	-0.8	41.82
ashamed	Eng	O/ORG	35.06	12.29	-0.8	34.260000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
mother	Eng	O/ORG	57.5	28.28	-0.8	56.7
tongue	Eng	O/ORG	35.87	29.93	-0.8	35.07
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/ORG	51.72	16.52	-0.8	50.92
like	Eng	O/ORG	57.49	21.32	-0.8	56.690000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
