Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
dont	Eng	O/ORG	36.01	16.23	-0.8	35.21
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
!	Punct	O	N/A	N/A	N/A	N/A
!	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
no	Spn	O	39.04	44.89	-2.38	42.51
ones	Eng	O	48.66	32.65	-2.38	46.279999999999994
explained	Eng	O	49.78	20.59	-0.8	48.980000000000004
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
me	Eng	O/ORG	41.15	43.0	-0.8	40.35
why	Eng	O/ORG	41.66	5.84	-0.8	40.86
can	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
only	Eng	O/ORG	49.65	9.4	-0.8	48.85
mexicans	Eng	O/ORG	36.59	33.4	-0.8	35.790000000000006
say	Eng	O/ORG	43.93	22.05	-0.8	43.13
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
?	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
