Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Guan	Spn	PERSON/O	26.56	31.42	-2.38	29.040000000000003
yes	Eng	O	47.22	27.23	-2.38	44.839999999999996
cereal	Eng	O	37.72	30.81	-0.8	36.92
.	Punct	O	N/A	N/A	N/A	N/A
What	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
wrong	Eng	O/ORG	45.82	0.11	-0.8	45.02
with	Eng	O/ORG	54.27	4.16	-0.8	53.470000000000006
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
