Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
think	Eng	O	65.69	9.38	-0.8	64.89
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
lot	Eng	O/ORG	46.99	17.08	-0.8	46.190000000000005
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
parents	Eng	O/ORG	56.12	30.91	-0.8	55.32
just	Eng	O/ORG	56.89	16.33	-0.8	56.09
assume	Eng	O/ORG	41.57	21.72	-0.8	40.77
their	Eng	O/ORG	61.66	20.15	-0.8	60.86
kids	Eng	O/ORG	46.98	8.94	-0.8	46.18
will	Eng	O/ORG	48.96	7.58	-0.8	48.160000000000004
learn	Eng	O/ORG	42.31	12.41	-0.8	41.510000000000005
like	Eng	O/ORG	57.49	21.32	-0.8	56.690000000000005
them	Eng	O/ORG	58.74	12.49	-0.8	57.940000000000005
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
they	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
were	Eng	O/ORG	57.76	17.06	-0.8	56.96
bilingual	Eng	O/ORG	38.93	20.38	-0.8	38.13
out	Eng	O/ORG	48.81	12.75	-0.8	48.010000000000005
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
necessity	Eng	O/ORG	49.4	24.12	-0.8	48.6
&	Punct	O	N/A	N/A	N/A	N/A
trauma	Spn	O	27.06	32.7	-2.38	30.320000000000004
not	Eng	O	48.64	20.26	-2.38	46.26
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
an	Eng	O	41.88	24.48	-0.8	41.080000000000005
intention	Eng	O	63.5	33.94	-0.8	62.7
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
