Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O	60.83	27.05	-0.8	60.03
poor	Eng	O	37.36	25.14	-0.8	36.56
kid	Eng	O	38.19	9.68	-0.8	37.39
in	Eng	O	45.41	25.29	-0.8	44.61
the	Eng	O	60.83	27.05	-0.8	60.03
cart	Eng	O/OTROS	39.18	24.26	-0.8	38.38
was	Eng	O	51.72	16.52	-0.8	50.92
so	Eng	O	43.57	28.06	-0.8	42.77
confused	Eng	O	47.92	33.67	-0.8	47.120000000000005
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
