Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Siempre	Spn	O	20.12	59.19	-2.38	56.809999999999995
habla	Spn	O	18.37	49.95	-1.01	48.940000000000005
asi	Spn	O	16.5	25.78	-1.01	24.77
o	Spn	O	22.76	28.33	-1.01	27.319999999999997
solo	Spn	O	27.72	34.05	-1.01	33.04
pa	Spn	O	16.66	34.36	-1.01	33.35
los	Spn	O	23.65	49.6	-1.01	48.59
videolls	Eng	O	31.86	16.25	-2.38	29.48
🥺	Punct	O	N/A	N/A	N/A	N/A
🥺	Punct	O	N/A	N/A	N/A	N/A
🥺	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
