Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Girls	Eng	O/ORG	38.47	9.64	-0.8	37.67
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
okay	Eng	O	50.55	18.33	-0.8	49.75
me	Eng	O	41.15	43.0	-0.8	40.35
too	Eng	O	46.65	16.45	-0.8	45.85
😭	Punct	O	N/A	N/A	N/A	N/A
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
not	Eng	O	48.64	20.26	-0.8	47.84
alone	Eng	O	47.83	28.19	-0.8	47.03
😭	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
