Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Why	Eng	O	41.66	5.84	-0.8	40.86
couldn	Eng	O	58.67	12.42	-0.8	57.870000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
she	Eng	O	47.98	20.49	-0.8	47.18
just	Eng	O	56.89	16.33	-0.8	56.09
say	Eng	O	43.93	22.05	-0.8	43.13
no	Spn	O	39.04	44.89	-2.38	42.51
hay	Spn	O	24.83	40.41	-1.01	39.4
luz	Spn	O	4.52	28.0	-1.01	26.99
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
