Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
starting	Eng	O/ORG	65.84	8.89	-0.8	65.04
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
see	Eng	O/ORG	45.86	24.58	-0.8	45.06
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
one	Eng	O	49.51	25.47	-0.8	48.71
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
