Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
do	Eng	O	42.25	32.38	-0.8	41.45
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
throw	Eng	O	51.84	6.33	-0.8	51.040000000000006
paper	Eng	O	47.34	34.36	-0.8	46.540000000000006
in	Eng	O	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
