Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Omggg	Eng	O	5.52	-1.97	-0.8	4.72
literally	Eng	O	59.34	18.74	-0.8	58.540000000000006
meee	Eng	O	26.03	18.42	-0.8	25.23
😂	Punct	O	N/A	N/A	N/A	N/A
cuz	Spn	O	5.19	16.21	-2.38	13.830000000000002
I	Eng	O/ORG	42.31	11.38	-2.38	39.93
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
good	Eng	O/ORG	51.82	19.01	-0.8	51.02
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
translate	Eng	O	49.53	38.5	-0.8	48.730000000000004
person	Eng	O	54.45	49.73	-0.8	53.650000000000006
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
