Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
When	Eng	O	56.49	15.56	-0.8	55.690000000000005
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
said	Eng	O/ORG	47.81	17.28	-0.8	47.010000000000005
Mapa	Spn	PERSON/ORG	16.57	32.67	-2.38	30.290000000000003
I	Eng	O/ORG	42.31	11.38	-2.38	39.93
was	Eng	O	51.72	16.52	-0.8	50.92
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
“	Punct	O	N/A	N/A	N/A	N/A
wait	Eng	O	45.48	2.5	-0.8	44.68
…	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
