Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
rebeca0o	Spn	O	10.83	9.9	-2.38	7.5200000000000005
si	Spn	O	14.77	35.22	-1.01	34.21
no	Spn	O	39.04	44.89	-1.01	43.88
tengo	Spn	O	26.78	53.42	-1.01	52.410000000000004
una	Spn	O	21.97	46.98	-1.01	45.97
pareja	Spn	O	21.2	46.63	-1.01	45.620000000000005
así	Spn	O	3.01	38.29	-1.01	37.28
yo	Spn	O	24.54	38.85	-1.01	37.84
no	Spn	O	39.04	44.89	-1.01	43.88
me	Spn	O	41.15	43.0	-1.01	41.99
caso	Spn	O	28.0	43.7	-1.01	42.690000000000005
jsjsjsjjs	Spn	O	-1.59	-3.52	-1.01	-4.53
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
