Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Let	Eng	O/ORG	41.33	17.8	-0.8	40.53
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
talk	Eng	O	43.44	15.28	-0.8	42.64
about	Eng	O	62.63	15.69	-0.8	61.830000000000005
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
nice	Eng	O	46.93	28.57	-0.8	46.13
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
gringos	Spn	O	16.16	38.1	-2.38	35.72
who	Eng	O	43.84	15.11	-2.38	41.46
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
learning	Eng	O/ORG	59.28	13.66	-0.8	58.480000000000004
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
how	Eng	O/ORG	45.28	13.44	-0.8	44.480000000000004
they	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
bash	Eng	O/ORG	31.39	16.36	-0.8	30.59
Latinos	Spn	O/ORG	23.27	42.82	-2.38	40.44
for	Eng	O/ORG	47.94	28.79	-2.38	45.559999999999995
wanting	Eng	O/ORG	61.73	6.05	-0.8	60.93
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
learn	Eng	O/ORG	42.31	12.41	-0.8	41.510000000000005
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
💀	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
