Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
feel	Eng	O	42.65	17.76	-0.8	41.85
so	Eng	O	43.57	28.06	-0.8	42.77
SEEN	Eng	O/ORG	49.71	28.16	-0.8	48.910000000000004
right	Eng	O/ORG	61.96	14.85	-0.8	61.160000000000004
now	Eng	O/ORG	47.81	13.39	-0.8	47.010000000000005
😳	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
