Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
The	Eng	O/ORG	60.83	27.05	-0.8	60.03
wisest	Eng	O/ORG	37.21	-1.03	-0.8	36.410000000000004
words	Eng	O/ORG	46.58	4.49	-0.8	45.78
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
ve	Eng	O	41.64	33.49	-0.8	40.84
heard	Eng	O	51.23	17.1	-0.8	50.43
in	Eng	O	45.41	25.29	-0.8	44.61
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
while	Eng	O/ORG	54.2	21.73	-0.8	53.400000000000006
✨	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
