Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Yeah	Eng	O	62.76	10.6	-0.8	61.96
if	Eng	O	41.12	4.97	-0.8	40.32
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
parents	Eng	O	56.12	30.91	-0.8	55.32
gave	Eng	O	44.2	22.93	-0.8	43.400000000000006
up	Eng	O	37.07	9.61	-0.8	36.27
on	Eng	O	43.01	23.0	-0.8	42.21
us	Eng	O/ORG	36.11	21.64	-0.8	35.31
responding	Eng	O/ORG	57.97	30.2	-0.8	57.17
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
would	Eng	O/ORG	61.19	3.84	-0.8	60.39
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
be	Eng	O/ORG	42.62	20.92	-0.8	41.82
fluent	Eng	O/ORG	36.56	9.44	-0.8	35.760000000000005
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
am	Eng	O/ORG	30.77	12.36	-0.8	29.97
forever	Eng	O/ORG	55.19	27.53	-0.8	54.39
grateful	Eng	O/ORG	35.96	15.98	-0.8	35.160000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
