Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
mujer	Spn	O	19.33	48.1	-2.38	45.72
tú	Spn	O	-1.29	33.59	-1.01	32.580000000000005
hablas	Spn	O	28.76	54.33	-1.01	53.32
Español	Spn	O	15.21	43.56	-1.01	42.550000000000004
bastante	Spn	O	24.23	54.89	-1.01	53.88
bien	Spn	O	22.54	48.79	-1.01	47.78
.	Punct	O	N/A	N/A	N/A	N/A
te	Spn	O	25.61	41.33	-1.01	40.32
felicito	Spn	O	25.8	48.81	-1.01	47.800000000000004
y	Spn	O	21.5	34.41	-1.01	33.4
deja	Spn	O	13.13	44.05	-1.01	43.04
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
decir	Spn	O	27.58	50.48	-1.01	49.47
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
no	Spn	O	39.04	44.89	-1.01	43.88
lo	Spn	O	19.44	42.92	-1.01	41.910000000000004
hablas	Spn	O	28.76	54.33	-1.01	53.32
perfectamente	Spn	O	32.61	78.71	-1.01	77.69999999999999
.	Punct	O	N/A	N/A	N/A	N/A
Eres	Spn	O	22.46	48.76	-1.01	47.75
un	Spn	O	21.77	40.51	-1.01	39.5
gran	Spn	O	34.74	42.11	-1.01	41.1
ejemplo	Spn	O	6.71	45.02	-1.01	44.010000000000005
.	Punct	O	N/A	N/A	N/A	N/A
👏	Punct	O	N/A	N/A	N/A	N/A
👍	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
