Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
too	Eng	O	46.65	16.45	-0.8	45.85
early	Eng	O	43.7	12.41	-0.8	42.900000000000006
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
invested	Eng	O	55.14	41.31	-0.8	54.34
!	Punct	O	N/A	N/A	N/A	N/A
Could	Eng	O	58.14	16.9	-0.8	57.34
someone	Eng	O	66.44	26.04	-0.8	65.64
tag	Eng	O	24.39	10.66	-0.8	23.59
me	Eng	O	41.15	43.0	-0.8	40.35
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
there	Eng	O	70.66	28.64	-0.8	69.86
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
part	Eng	O	44.95	26.99	-0.8	44.150000000000006
dos	Spn	O	23.68	44.24	-2.38	41.86
por	Spn	O	25.21	47.08	-1.01	46.07
favor	Spn	O	41.3	49.03	-1.01	48.02
y	Spn	O	21.5	34.41	-1.01	33.4
muchas	Spn	O	39.65	57.23	-1.01	56.22
gracias	Spn	O	29.81	60.45	-1.01	59.440000000000005
!	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
