Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Y	Spn	O	21.5	34.41	-2.38	32.029999999999994
’	Punct	O	N/A	N/A	N/A	N/A
all	Eng	O	47.74	25.64	-2.38	45.36
tripping	Eng	O	51.61	17.89	-0.8	50.81
in	Eng	O	45.41	25.29	-0.8	44.61
the	Eng	O	60.83	27.05	-0.8	60.03
comments	Eng	O	56.24	21.71	-0.8	55.440000000000005
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
ain	Eng	O/ORG	33.1	18.89	-0.8	32.300000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
fluent	Eng	O/ORG	36.56	9.44	-0.8	35.760000000000005
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
because	Eng	O/ORG	75.01	22.56	-0.8	74.21000000000001
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
parents	Eng	O	56.12	30.91	-0.8	55.32
didn	Eng	O	48.99	16.56	-0.8	48.190000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
teach	Eng	O	49.19	17.71	-0.8	48.39
me	Eng	O	41.15	43.0	-0.8	40.35
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
no	Spn	O/ORG	39.04	44.89	-2.38	42.51
matter	Eng	O/ORG	52.92	34.34	-2.38	50.54
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
we	Eng	O/ORG	46.45	7.69	-0.8	45.650000000000006
finna	Eng	O/ORG	26.33	23.58	-0.8	25.529999999999998
be	Eng	O/ORG	42.62	20.92	-0.8	41.82
Mexican	Spn	O/ORG	37.7	44.86	-2.38	42.48
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
