Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
is	Eng	O	44.66	21.08	-0.8	43.86
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
because	Eng	O/ORG	75.01	22.56	-0.8	74.21000000000001
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
didn	Eng	O	48.99	16.56	-0.8	48.190000000000005
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
english	Eng	O	35.81	18.35	-0.8	35.010000000000005
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
