Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Tbh	Eng	O	8.12	2.1	-0.8	7.319999999999999
THIS	Eng	O	59.86	22.07	-0.8	59.06
is	Eng	O	44.66	21.08	-0.8	43.86
one	Eng	O	49.51	25.47	-0.8	48.71
of	Eng	O	45.37	12.91	-0.8	44.57
the	Eng	O	60.83	27.05	-0.8	60.03
reasons	Eng	O	55.99	16.12	-0.8	55.190000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
lot	Eng	O	46.99	17.08	-0.8	46.190000000000005
of	Eng	O	45.37	12.91	-0.8	44.57
Latino	Spn	O/ORG	26.42	40.08	-2.38	37.699999999999996
kids	Eng	O/ORG	46.98	8.94	-2.38	44.599999999999994
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
.	Punct	O	N/A	N/A	N/A	N/A
They	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
either	Eng	O/ORG	56.4	15.09	-0.8	55.6
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
made	Eng	O/ORG	44.26	35.03	-0.8	43.46
fun	Eng	O/ORG	36.4	23.58	-0.8	35.6
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
for	Eng	O/ORG	47.94	28.79	-0.8	47.14
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
speaking	Eng	O/ORG	60.78	9.45	-0.8	59.980000000000004
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
properly	Eng	O/ORG	50.01	24.28	-0.8	49.21
or	Eng	O/ORG	41.56	23.53	-0.8	40.760000000000005
they	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
get	Eng	O/ORG	48.04	13.69	-0.8	47.24
shamed	Eng	O/ORG	40.13	13.56	-0.8	39.330000000000005
+	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
