Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
once	Eng	O	46.71	27.42	-0.8	45.910000000000004
asked	Eng	O	45.15	16.34	-0.8	44.35
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
nana	Spn	O	22.19	35.76	-2.38	33.379999999999995
for	Eng	O	47.94	28.79	-2.38	45.559999999999995
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
football	Eng	O	57.93	12.49	-0.8	57.13
!	Punct	O	N/A	N/A	N/A	N/A
the	Eng	O	60.83	27.05	-0.8	60.03
pelota	Spn	O	16.83	46.47	-2.38	44.089999999999996
del	Spn	O	26.4	45.85	-1.01	44.84
pie	Spn	O	28.55	32.89	-1.01	31.88
!	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
she	Eng	O/ORG	47.98	20.49	-2.38	45.599999999999994
knew	Eng	O/ORG	41.47	-0.9	-0.8	40.67
what	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
meant	Eng	O/ORG	50.08	13.85	-0.8	49.28
!	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
