Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
It	Eng	O	50.11	11.76	-0.8	49.31
be	Eng	O	42.62	20.92	-0.8	41.82
your	Eng	O	56.33	24.2	-0.8	55.53
own	Eng	O	39.3	8.46	-0.8	38.5
gente	Spn	O	26.04	49.95	-2.38	47.57
trynna	Eng	O	27.97	20.15	-2.38	25.59
make	Eng	O	50.59	18.5	-0.8	49.790000000000006
fun	Eng	O	36.4	23.58	-0.8	35.6
of	Eng	O	45.37	12.91	-0.8	44.57
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
for	Eng	O	47.94	28.79	-0.8	47.14
trying	Eng	O	62.95	14.11	-0.8	62.150000000000006
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
learn	Eng	O	42.31	12.41	-0.8	41.510000000000005
the	Eng	O	60.83	27.05	-0.8	60.03
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
smh	Eng	O	12.54	4.96	-0.8	11.739999999999998
🤦	Punct	O	N/A	N/A	N/A	N/A
🏽	Punct	O	N/A	N/A	N/A	N/A
‍	Punct	O	N/A	N/A	N/A	N/A
♂	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
