Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
My	Eng	O	41.2	20.91	-0.8	40.400000000000006
mother	Eng	O	57.5	28.28	-0.8	56.7
didn	Eng	O	48.99	16.56	-0.8	48.190000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
want	Eng	O	52.19	4.37	-0.8	51.39
us	Eng	O	36.11	21.64	-0.8	35.31
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
be	Eng	O	42.62	20.92	-0.8	41.82
Mexican	Spn	O/ORG	37.7	44.86	-2.38	42.48
so	Eng	O	43.57	28.06	-2.38	41.19
she	Eng	O	47.98	20.49	-0.8	47.18
refused	Eng	O	45.69	21.5	-0.8	44.89
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
teach	Eng	O	49.19	17.71	-0.8	48.39
us	Eng	O	36.11	21.64	-0.8	35.31
&	Punct	O	N/A	N/A	N/A	N/A
moved	Eng	O	49.43	24.82	-0.8	48.63
us	Eng	O	36.11	21.64	-0.8	35.31
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
community	Eng	O	60.27	16.19	-0.8	59.470000000000006
mostly	Eng	O	52.91	19.22	-0.8	52.11
white	Eng	O	48.39	21.6	-0.8	47.59
.	Punct	O	N/A	N/A	N/A	N/A
Yeah	Eng	O/ORG	62.76	10.6	-0.8	61.96
wish	Eng	O/ORG	41.2	3.86	-0.8	40.400000000000006
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
knew	Eng	O/ORG	41.47	-0.9	-0.8	40.67
more	Eng	O/ORG	53.89	32.84	-0.8	53.09
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
