Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
why	Eng	O	41.66	5.84	-0.8	40.86
should	Eng	O	60.82	10.2	-0.8	60.02
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
United	Eng	LOCATION/ORG	43.37	29.65	-0.8	42.57
States	Eng	LOCATION/ORG	54.57	30.41	-0.8	53.77
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
