Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Girl	Eng	O	32.89	8.72	-0.8	32.09
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
’	Punct	O	N/A	N/A	N/A	N/A
re	Eng	O	44.29	29.91	-0.8	43.49
amazing	Eng	O	52.82	14.41	-0.8	52.02
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
didn	Eng	O	48.99	16.56	-0.8	48.190000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
start	Eng	O/ORG	52.05	10.78	-0.8	51.25
speaking	Eng	O/ORG	60.78	9.45	-0.8	59.980000000000004
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
until	Eng	O/ORG	41.68	25.6	-0.8	40.88
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
was	Eng	O	51.72	16.52	-0.8	50.92
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
20s	Spn	O	2.62	6.11	-2.38	3.7300000000000004
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
never	Eng	O	54.2	28.98	-0.8	53.400000000000006
around	Eng	O	60.77	18.39	-0.8	59.970000000000006
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
parents	Eng	O	56.12	30.91	-0.8	55.32
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
