Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
With	Eng	O/PERS	54.27	4.16	-0.8	53.470000000000006
BOLIO	Spn	PERSON/PERS	16.96	27.91	-2.38	25.53
or	Eng	O	41.56	23.53	-2.38	39.18
pan	Spn	O	31.89	34.97	-2.38	32.589999999999996
Frances	Spn	O/PERS	43.76	45.9	-1.01	44.89
depending	Eng	O	63.97	28.44	-2.38	61.589999999999996
where	Eng	O	64.55	18.09	-0.8	63.75
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
from	Eng	O	48.14	12.52	-0.8	47.34
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
