Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
It	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O/ORG	40.13	19.22	-0.8	39.330000000000005
ok	Eng	O/ORG	20.48	9.02	-0.8	19.68
most	Eng	O/ORG	49.19	17.5	-0.8	48.39
of	Eng	O/ORG	45.37	12.91	-0.8	44.57
us	Eng	O/ORG	36.11	21.64	-0.8	35.31
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
were	Eng	O/ORG	57.76	17.06	-0.8	56.96
born	Eng	O/ORG	34.63	15.47	-0.8	33.830000000000005
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
US	Eng	LOCATION/ORG	36.11	21.64	-0.8	35.31
can	Eng	O/ORG	46.96	33.02	-0.8	46.160000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
fluently	Eng	O/ORG	43.76	9.36	-0.8	42.96
.	Punct	O	N/A	N/A	N/A	N/A
But	Eng	O/ORG	51.93	13.76	-0.8	51.13
we	Eng	O/ORG	46.45	7.69	-0.8	45.650000000000006
moving	Eng	O/ORG	55.93	20.26	-0.8	55.13
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
DR	Eng	O/ORG	14.13	10.88	-0.8	13.33
cause	Eng	O/ORG	54.88	34.08	-0.8	54.080000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
taking	Eng	O/ORG	60.63	14.66	-0.8	59.830000000000005
any	Eng	O/ORG	46.02	17.76	-0.8	45.220000000000006
chances	Eng	O	53.37	47.03	-0.8	52.57
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
