Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
WHAT	Eng	O/ORG	61.03	9.63	-0.8	60.230000000000004
A	Eng	O/ORG	39.06	38.09	-0.8	38.260000000000005
WONDERFUL	Eng	O/ORG	58.95	0.47	-0.8	58.150000000000006
WORLD	Eng	O	49.76	0.29	-0.8	48.96
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🌎	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
🥰	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
