Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Kids	Eng	O/ORG	46.98	8.94	-0.8	46.18
become	Eng	O/ORG	57.54	27.97	-0.8	56.74
no	Spn	O	39.04	44.89	-2.38	42.51
Sabo	Spn	PERSON/PERS	16.37	33.68	-1.01	32.67
kids	Eng	O	46.98	8.94	-2.38	44.599999999999994
bc	Eng	O	4.51	0.41	-0.8	3.71
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
create	Eng	O	42.93	35.81	-0.8	42.13
poor	Eng	O	37.36	25.14	-0.8	36.56
relationships	Eng	O	63.95	11.82	-0.8	63.150000000000006
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
their	Eng	O	61.66	20.15	-0.8	60.86
kids	Eng	O	46.98	8.94	-0.8	46.18
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
don	Eng	O	50.13	38.08	-0.8	49.330000000000005
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
to	Eng	O/ORG	48.13	29.93	-0.8	47.330000000000005
my	Eng	O/ORG	41.2	20.91	-0.8	40.400000000000006
parents	Eng	O/ORG	56.12	30.91	-0.8	55.32
much	Eng	O/ORG	50.21	32.0	-0.8	49.410000000000004
at	Eng	O/ORG	43.35	13.78	-0.8	42.550000000000004
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
.	Punct	O	N/A	N/A	N/A	N/A
thus	Eng	O	28.89	15.09	-0.8	28.09
use	Eng	O	45.34	29.16	-0.8	44.540000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
so	Eng	O	43.57	28.06	-0.8	42.77
little	Eng	O	62.57	24.78	-0.8	61.77
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
