Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
_jose	Eng	O	11.42	7.65	-0.8	10.62
.	Punct	O	N/A	N/A	N/A	N/A
03	Num	O	N/A	N/A	N/A	N/A
us	Eng	O	36.11	21.64	-0.8	35.31
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
drew	Eng	O/ORG	30.96	15.82	-0.8	30.16
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
pp	Eng	O/ORG	6.05	1.19	-0.8	5.25
on	Eng	O	43.01	23.0	-0.8	42.21
ur	Eng	O	18.65	14.07	-0.8	17.849999999999998
paper	Eng	O	47.34	34.36	-0.8	46.540000000000006
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
