Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
First	Eng	O/ORG	52.19	16.64	-0.8	51.39
kid	Eng	O/ORG	38.19	9.68	-0.8	37.39
speaks	Eng	O/ORG	40.45	11.82	-0.8	39.650000000000006
very	Eng	O/ORG	48.4	29.89	-0.8	47.6
good	Eng	O/ORG	51.82	19.01	-0.8	51.02
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
second	Eng	O/ORG	50.13	21.93	-0.8	49.330000000000005
kid	Eng	O/ORG	38.19	9.68	-0.8	37.39
no	Spn	O	39.04	44.89	-2.38	42.51
idea	Eng	O	39.47	34.63	-2.38	37.089999999999996
what	Eng	O	61.03	9.63	-0.8	60.230000000000004
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
speaks	Eng	O	40.45	11.82	-0.8	39.650000000000006
😅	Punct	O	N/A	N/A	N/A	N/A
🤷	Punct	O	N/A	N/A	N/A	N/A
‍	Punct	O	N/A	N/A	N/A	N/A
♀	Punct	O	N/A	N/A	N/A	N/A
️	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
