Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Okay	Eng	O/ORG	50.55	18.33	-0.8	49.75
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
whole	Eng	O	54.64	17.09	-0.8	53.84
family	Eng	O	54.07	30.22	-0.8	53.27
says	Eng	O	44.86	16.09	-0.8	44.06
parkiar	Eng	O	31.69	29.03	-0.8	30.89
😂	Punct	O	N/A	N/A	N/A	N/A
😂	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
