Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
That	Eng	O/PERS	68.72	14.42	-0.8	67.92
actually	Eng	O	70.55	26.25	-0.8	69.75
hurts	Eng	O	41.15	16.52	-0.8	40.35
and	Eng	O	58.08	26.56	-0.8	57.28
for	Eng	O	47.94	28.79	-0.8	47.14
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
’	Punct	O	N/A	N/A	N/A	N/A
all	Eng	O	47.74	25.64	-2.38	45.36
To	Eng	O	48.13	29.93	-0.8	47.330000000000005
be	Eng	O	42.62	20.92	-0.8	41.82
messing	Eng	O	51.27	16.88	-0.8	50.470000000000006
around	Eng	O	60.77	18.39	-0.8	59.970000000000006
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
this	Eng	O	59.86	22.07	-0.8	59.06
especially	Eng	O	69.95	39.75	-0.8	69.15
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
your	Eng	O	56.33	24.2	-0.8	55.53
mom	Eng	O	34.1	16.88	-0.8	33.300000000000004
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
not	Eng	O	48.64	20.26	-0.8	47.84
okay	Eng	O	50.55	18.33	-0.8	49.75
.	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-2.38	42.51
respect	Eng	O	50.85	25.81	-2.38	48.47
whatsoever	Eng	O	62.73	11.69	-0.8	61.93
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
