Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
“	Punct	O	N/A	N/A	N/A	N/A
𝚗𝚘	Eng	O	-12.28	-12.71	-0.8	-13.08
𝚜𝚊𝚋𝚘	Eng	O	-15.5	-15.93	-0.8	-16.3
𝚕𝚒𝚏𝚎	Eng	O	-15.5	-15.93	-0.8	-16.3
𝚌𝚑𝚘𝚜𝚎	Eng	O	-17.11	-17.54	-0.8	-17.91
𝚖𝚎	Eng	O	-12.28	-12.71	-0.8	-13.08
”	Punct	O	N/A	N/A	N/A	N/A
🤣	Punct	O	N/A	N/A	N/A	N/A
🤣	Punct	O	N/A	N/A	N/A	N/A
🤣	Punct	O	N/A	N/A	N/A	N/A
𝚏𝚛	Eng	O	-12.28	-12.71	-0.8	-13.08
tho	Eng	O	34.23	18.58	-0.8	33.43
𝚍𝚘𝚒𝚗𝚐	Eng	O	-17.11	-17.54	-0.8	-17.91
𝚐𝚛𝚎𝚊𝚝	Eng	O	-17.11	-17.54	-0.8	-17.91
𝚋𝚛𝚘	Eng	O	-13.89	-14.32	-0.8	-14.690000000000001
.	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
