Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Ive	Eng	O/PERS	27.52	16.09	-0.8	26.72
gone	Eng	O	48.12	21.26	-0.8	47.32
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
work	Eng	O	47.7	2.12	-0.8	46.900000000000006
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
dad	Eng	O	35.2	30.34	-0.8	34.400000000000006
before	Eng	O	59.48	17.29	-0.8	58.68
and	Eng	O	58.08	26.56	-0.8	57.28
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
confirm	Eng	O	31.18	24.86	-0.8	30.38
this	Eng	O	59.86	22.07	-0.8	59.06
is	Eng	O	44.66	21.08	-0.8	43.86
accurate	Eng	O	44.08	29.75	-0.8	43.28
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
