Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
So	Eng	O	43.57	28.06	-0.8	42.77
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
all	Eng	O/ORG	47.74	25.64	-0.8	46.940000000000005
gonna	Eng	O/ORG	42.51	19.51	-0.8	41.71
ignore	Eng	O/ORG	35.45	29.04	-0.8	34.650000000000006
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
fact	Eng	O/ORG	43.24	11.46	-0.8	42.440000000000005
he	Eng	O/ORG	44.49	34.18	-0.8	43.690000000000005
snitching	Eng	O/ORG	43.19	4.35	-0.8	42.39
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
