Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Yo	Spn	O	24.54	38.85	-2.38	36.47
viendo	Spn	O	22.19	56.99	-1.01	55.980000000000004
esto	Spn	O	21.84	52.73	-1.01	51.72
ya	Spn	O	14.29	38.05	-1.01	37.04
cuendo	Spn	O	20.15	45.1	-1.01	44.09
todo	Spn	O	28.57	51.36	-1.01	50.35
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
acabó	Spn	O	2.04	36.32	-1.01	35.31
🥺	Punct	O	N/A	N/A	N/A	N/A
🥺	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
