Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
My	Eng	O	41.2	20.91	-0.8	40.400000000000006
boy	Eng	O	35.65	23.42	-0.8	34.85
el	Spn	O	19.84	42.02	-2.38	39.64
king	Eng	O	48.62	8.56	-2.38	46.239999999999995
no	Spn	O	39.04	44.89	-2.38	42.51
sabo	Spn	O	16.37	33.68	-1.01	32.67
but	Eng	O	51.93	13.76	-2.38	49.55
much	Eng	O	50.21	32.0	-0.8	49.410000000000004
better	Eng	O	57.19	23.79	-0.8	56.39
than	Eng	O	56.77	25.06	-0.8	55.970000000000006
Jenny	Eng	PERSON/PERS	22.64	13.27	-0.8	21.84
69	Num	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
