Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
NO	Spn	O	39.04	44.89	-2.38	42.51
THATS	Eng	O/ORG	50.57	13.93	-2.38	48.19
TOO	Eng	O/ORG	46.65	16.45	-0.8	45.85
FAR	Eng	O/ORG	38.95	24.95	-0.8	38.150000000000006
-	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
i	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O/ORG	33.66	10.74	-0.8	32.86
hispanic	Eng	O/ORG	29.67	9.01	-0.8	28.87
but	Eng	O/ORG	51.93	13.76	-0.8	51.13
not	Eng	O/ORG	48.64	20.26	-0.8	47.84
mexican	Spn	O/ORG	37.7	44.86	-2.38	42.48
but	Eng	O/ORG	51.93	13.76	-2.38	49.55
i	Eng	O	42.31	11.38	-0.8	41.510000000000005
love	Eng	O	45.41	24.46	-0.8	44.61
mazapan	Eng	O	23.37	22.89	-0.8	22.57
:	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
