Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
That	Eng	O/ORG	68.72	14.42	-0.8	67.92
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
much	Eng	O	50.21	32.0	-0.8	49.410000000000004
meat	Eng	O	46.3	13.93	-0.8	45.5
bruh	Eng	O	24.79	11.39	-0.8	23.99
them	Eng	O	58.74	12.49	-0.8	57.940000000000005
tacos	Spn	O	26.79	37.26	-2.38	34.879999999999995
suppose	Eng	O	58.6	26.53	-2.38	56.22
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
3	Num	O	N/A	N/A	N/A	N/A
pieces	Spn	O	43.21	41.63	-2.38	39.25
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
