Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Is	Eng	O	44.66	21.08	-0.8	43.86
that	Eng	O/ORG	68.72	14.42	-0.8	67.92
south	Eng	O/ORG	45.25	13.15	-0.8	44.45
ridge	Eng	O/ORG	35.45	17.47	-0.8	34.650000000000006
in	Eng	O/ORG	45.41	25.29	-0.8	44.61
Fontana	Spn	LOCATION/ORG	26.03	32.62	-2.38	30.24
ca	Spn	O/ORG	19.41	28.44	-1.01	27.43
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
