Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
@	Punct	O	N/A	N/A	N/A	N/A
xoesty	Eng	O	6.17	-2.7	-0.8	5.37
why	Eng	O	41.66	5.84	-0.8	40.86
does	Eng	O	50.07	24.01	-0.8	49.27
this	Eng	O	59.86	22.07	-0.8	59.06
sound	Eng	O	53.64	17.19	-0.8	52.84
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
Santi	Spn	PERSON/PERS	18.84	26.47	-2.38	24.09
lol	Spn	O	19.76	18.87	-1.01	17.86
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
