Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Full	Eng	O/PERS	39.54	17.24	-0.8	38.74
immersion	Eng	O	45.62	18.33	-0.8	44.82
helps	Eng	O	41.63	15.47	-0.8	40.830000000000005
too	Eng	O	46.65	16.45	-0.8	45.85
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
worked	Eng	O/ORG	56.89	3.66	-0.8	56.09
with	Eng	O/ORG	54.27	4.16	-0.8	53.470000000000006
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
only	Eng	O/ORG	49.65	9.4	-0.8	48.85
speaking	Eng	O/ORG	60.78	9.45	-0.8	59.980000000000004
co	Eng	O/ORG	24.33	26.43	-0.8	23.529999999999998
-	Punct	O	N/A	N/A	N/A	N/A
workers	Eng	O/ORG	53.46	1.95	-0.8	52.660000000000004
and	Eng	O/ORG	58.08	26.56	-0.8	57.28
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
became	Eng	O/ORG	55.96	28.15	-0.8	55.160000000000004
their	Eng	O/ORG	61.66	20.15	-0.8	60.86
translator	Eng	O/ORG	47.75	32.01	-0.8	46.95
.	Punct	O	N/A	N/A	N/A	N/A
It	Eng	O	50.11	11.76	-0.8	49.31
improved	Eng	O	51.09	24.26	-0.8	50.290000000000006
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
language	Eng	O	47.03	20.35	-0.8	46.230000000000004
so	Eng	O	43.57	28.06	-0.8	42.77
much	Eng	O	50.21	32.0	-0.8	49.410000000000004
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
